file,original_name_pred,best_match,confidence,reason,file_norm,original_name_norm,best_match_norm,oem_file,oem_ns,oem_brand,original_var_iri,original_name_truth,unit,canonical_id,domain,namespace,vendor,oem_file_norm,canonical_id_norm,is_correct
OEMB_OEM,Dia_m,D_m,0.5087127685546875,Auto-picked by adjusted similarity margin,oemb_oem,dia_m,d_m,OEMB_OEM.ttl,oemb,BalticDrive Systems,oemb:Var03,Dia_m,unit:M,D_m,prop:Propeller,,,oemb_oem,d_m,True
OEMB_OEM,screenOpenAreaRatio,strainerOpenAreaRatio,0.45,"Both variables refer to the ratio of open area in a screening or filtering component, and units match (decimal ratio). Domain is similar (screen/strainer in fluid system).",oemb_oem,screenopenarearatio,straineropenarearatio,OEMB_OEM.ttl,oemb,BalticDrive Systems,oemb:Var04,screenOpenAreaRatio,,strainerOpenAreaRatio,eng:CoolingWaterInletChest,,,oemb_oem,straineropenarearatio,True
OEMB_OEM,respTorque_kNm,Qr_kNm,0.54,"The variable 'respTorque_kNm' likely refers to a response or design torque, which matches the description of 'Qr_kNm' as design response torque in kNm for shafting system checks. The unit matches, and the domain is appropriate.",oemb_oem,resptorque_knm,qr_knm,OEMB_OEM.ttl,oemb,BalticDrive Systems,oemb:Var05,respTorque_kNm,unit:KiloN-M,Qr_kNm,prop:ShaftingSystem,,,oemb_oem,qr_knm,True
OEMB_OEM,bladeOrderResonanceNearMax,resonanceWithin20pctOfMaxSpeed,0.5094103813171387,Auto-picked by adjusted similarity margin,oemb_oem,bladeorderresonancenearmax,resonancewithin20pctofmaxspeed,OEMB_OEM.ttl,oemb,BalticDrive Systems,oemb:Var06,bladeOrderResonanceNearMax,,resonanceWithin20pctOfMaxSpeed,prop:ShaftingSystem,,,oemb_oem,resonancewithin20pctofmaxspeed,True
OEMB_OEM,airRecCap_Nm3,airReceiverCapacity_Nm3,0.53931725025177,Auto-picked by adjusted similarity margin,oemb_oem,airreccap_nm3,airreceivercapacity_nm3,OEMB_OEM.ttl,oemb,BalticDrive Systems,oemb:Var07,airRecCap_Nm3,,airReceiverCapacity_Nm3,eng:StartingSystem,,,oemb_oem,airreceivercapacity_nm3,True
OEMB_OEM,reverseRequired,reversible,0.5,Auto-picked by adjusted similarity margin,oemb_oem,reverserequired,reversible,OEMB_OEM.ttl,oemb,BalticDrive Systems,oemb:Var08,reverseRequired,,reversible,eng:PrimeMover,,,oemb_oem,reversible,True
OEMD_OEM,natFreq_Hz,naturalFrequency_Hz,0.5,Auto-picked by adjusted similarity margin,oemd_oem,natfreq_hz,naturalfrequency_hz,OEMD_OEM.ttl,oemd,PacificThrusters,oemd:Var01,natFreq_Hz,unit:HZ,naturalFrequency_Hz,prop:ThrusterSystem,,,oemd_oem,naturalfrequency_hz,True
OEMD_OEM,Dia_m,D_m,0.5087825059890747,Auto-picked by adjusted similarity margin,oemd_oem,dia_m,d_m,OEMD_OEM.ttl,oemd,PacificThrusters,oemd:Var02,Dia_m,unit:M,D_m,prop:Propeller,,,oemd_oem,d_m,True
OEMD_OEM,airRecCap_Nm3,airReceiverCapacity_Nm3,0.53931725025177,Auto-picked by adjusted similarity margin,oemd_oem,airreccap_nm3,airreceivercapacity_nm3,OEMD_OEM.ttl,oemd,PacificThrusters,oemd:Var03,airRecCap_Nm3,,airReceiverCapacity_Nm3,eng:StartingSystem,,,oemd_oem,airreceivercapacity_nm3,True
OEMD_OEM,eng_rps_nom,mcrRpm_revPerSec,0.5653704404830933,Auto-picked by adjusted similarity margin,oemd_oem,eng_rps_nom,mcrrpm_revpersec,OEMD_OEM.ttl,oemd,PacificThrusters,oemd:Var04,eng_rps_nom,unit:REV-PER-SEC,mcrRpm_revPerSec,eng:PrimeMover,,,oemd_oem,mcrrpm_revpersec,True
OEMD_OEM,SeaChestVol_m3,seaChestVolume_m3,0.5222558975219727,Auto-picked by adjusted similarity margin,oemd_oem,seachestvol_m3,seachestvolume_m3,OEMD_OEM.ttl,oemd,PacificThrusters,oemd:Var05,SeaChestVol_m3,unit:M3,seaChestVolume_m3,eng:CoolingWaterInletChest,,,oemd_oem,seachestvolume_m3,True
OEMD_OEM,F_thr_ridge_kN,Ftr_kN,0.5797854661941528,Auto-picked by adjusted similarity margin,oemd_oem,f_thr_ridge_kn,ftr_kn,OEMD_OEM.ttl,oemd,PacificThrusters,oemd:Var06,F_thr_ridge_kN,unit:KiloN,Ftr_kN,prop:ThrusterSystem,,,oemd_oem,ftr_kn,True
OEMD_OEM,compressorCharge_h,compressorChargeTime_h,0.5581245422363281,Auto-picked by adjusted similarity margin,oemd_oem,compressorcharge_h,compressorchargetime_h,OEMD_OEM.ttl,oemd,PacificThrusters,oemd:Var07,compressorCharge_h,,compressorChargeTime_h,eng:StartingSystem,,,oemd_oem,compressorchargetime_h,True
OEMD_OEM,EARatio,EAR,0.5260931253433228,Auto-picked by adjusted similarity margin,oemd_oem,earatio,ear,OEMD_OEM.ttl,oemd,PacificThrusters,oemd:Var08,EARatio,,EAR,prop:Propeller,,,oemd_oem,ear,True
OEME_OEM,P_at_0p7R_m,P0_7_m,0.51,Variable likely refers to 'Pitch at 0.7R [m]' based on abbreviation and unit; matches candidate P0_7_m.,oeme_oem,p_at_0p7r_m,p0_7_m,OEME_OEM.ttl,oeme,BlueHull Ltd,oeme:Var01,P_at_0p7R_m,unit:M,P0_7_m,prop:Propeller,,,oeme_oem,p0_7_m,True
OEME_OEM,CW_ChestVolume_m3,seaChestVolume_m3,0.5,Auto-picked by adjusted similarity margin,oeme_oem,cw_chestvolume_m3,seachestvolume_m3,OEME_OEM.ttl,oeme,BlueHull Ltd,oeme:Var02,CW_ChestVolume_m3,unit:M3,seaChestVolume_m3,eng:CoolingWaterInletChest,,,oeme_oem,seachestvolume_m3,True
OEME_OEM,shaftRespTorque_kNm,Qr_kNm,0.6103481650352478,Auto-picked by adjusted similarity margin,oeme_oem,shaftresptorque_knm,qr_knm,OEME_OEM.ttl,oeme,BlueHull Ltd,oeme:Var03,shaftRespTorque_kNm,unit:KiloN-M,Qr_kNm,prop:ShaftingSystem,,,oeme_oem,qr_knm,True
OEME_OEM,BackBladeForce_kN,Fb_kN,0.54,"Fb_kN represents max backward blade force in kN, matching the variable's meaning, unit, and propeller domain.",oeme_oem,backbladeforce_kn,fb_kn,OEME_OEM.ttl,oeme,BlueHull Ltd,oeme:Var04,BackBladeForce_kN,unit:KiloN,Fb_kN,prop:Propeller,,,oeme_oem,fb_kn,True
OEME_OEM,Torque_ice_kNm,Qmax_kNm,0.8,"Both refer to ice torque in kNm; Qmax_kNm is defined as ice torque on propeller, matching the variable's context and unit.",oeme_oem,torque_ice_knm,qmax_knm,OEME_OEM.ttl,oeme,BlueHull Ltd,oeme:Var05,Torque_ice_kNm,unit:KiloN-M,Qmax_kNm,prop:Propeller,,,oeme_oem,qmax_knm,True
OEME_OEM,Q_engine_max_kNm,qEmax_kNm,0.64,Both refer to the maximum torque of the prime mover (engine) in kNm; domain and unit match.,oeme_oem,q_engine_max_knm,qemax_knm,OEME_OEM.ttl,oeme,BlueHull Ltd,oeme:Var06,Q_engine_max_kNm,unit:KiloN-M,qEmax_kNm,eng:PrimeMover,,,oeme_oem,qemax_knm,True
OEME_OEM,crankSpeed_rps,mcrRpm_revPerSec,0.5836608409881592,Auto-picked by adjusted similarity margin,oeme_oem,crankspeed_rps,mcrrpm_revpersec,OEME_OEM.ttl,oeme,BlueHull Ltd,oeme:Var07,crankSpeed_rps,unit:REV-PER-SEC,mcrRpm_revPerSec,eng:PrimeMover,,,oeme_oem,mcrrpm_revpersec,True
OEME_OEM,reverseRequired,reversible,0.5,Auto-picked by adjusted similarity margin,oeme_oem,reverserequired,reversible,OEME_OEM.ttl,oeme,BlueHull Ltd,oeme:Var08,reverseRequired,,reversible,eng:PrimeMover,,,oeme_oem,reversible,True
OEME_OEM,airRecCap_Nm3,airReceiverCapacity_Nm3,0.53931725025177,Auto-picked by adjusted similarity margin,oeme_oem,airreccap_nm3,airreceivercapacity_nm3,OEME_OEM.ttl,oeme,BlueHull Ltd,oeme:Var09,airRecCap_Nm3,,airReceiverCapacity_Nm3,eng:StartingSystem,,,oeme_oem,airreceivercapacity_nm3,True
OEMG_OEM,i_gear,gearRatio,0.48,"The variable 'i_gear' likely refers to the gear ratio, matching the ontology property 'gearRatio' with the highest similarity and appropriate domain.",oemg_oem,i_gear,gearratio,OEMG_OEM.ttl,oemg,Sealine Systems,oemg:Var01,i_gear,,gearRatio,comp:Gearbox,,,oemg_oem,gearratio,True
OEMG_OEM,drvTorqueCap_kNm,qEmax_kNm,0.55,Both represent maximum torque in kNm for a drive/prime mover; unit and meaning align best among candidates.,oemg_oem,drvtorquecap_knm,qemax_knm,OEMG_OEM.ttl,oemg,Sealine Systems,oemg:Var02,drvTorqueCap_kNm,unit:KiloN-M,qEmax_kNm,eng:PrimeMover,,,oemg_oem,qemax_knm,True
OEMG_OEM,t_charge_h,,0.0,Low similarity (0.36 < 0.45),oemg_oem,t_charge_h,,OEMG_OEM.ttl,oemg,Sealine Systems,oemg:Var03,t_charge_h,,compressorChargeTime_h,eng:StartingSystem,,,oemg_oem,compressorchargetime_h,False
OEMG_OEM,F_T4_kN,Ftr_kN,0.5,"Ftr_kN refers to ridge load at T4/T5 in kN, matching the variable's name and unit; other candidates do not reference T4.",oemg_oem,f_t4_kn,ftr_kn,OEMG_OEM.ttl,oemg,Sealine Systems,oemg:Var04,F_T4_kN,unit:KiloN,Ftr_kN,prop:ThrusterSystem,,,oemg_oem,ftr_kn,True
OEMG_OEM,Torque_ice_kNm,Qmax_kNm,0.57,"Both refer to ice torque in kNm; Qmax_kNm is defined as ice torque on propeller, matching the variable's context and unit.",oemg_oem,torque_ice_knm,qmax_knm,OEMG_OEM.ttl,oemg,Sealine Systems,oemg:Var05,Torque_ice_kNm,unit:KiloN-M,Qmax_kNm,prop:Propeller,,,oemg_oem,qmax_knm,True
OEMG_OEM,ReceiverVolume_Nm3,airReceiverCapacity_Nm3,0.5425010323524475,Auto-picked by adjusted similarity margin,oemg_oem,receivervolume_nm3,airreceivercapacity_nm3,OEMG_OEM.ttl,oemg,Sealine Systems,oemg:Var06,ReceiverVolume_Nm3,,airReceiverCapacity_Nm3,eng:StartingSystem,,,oemg_oem,airreceivercapacity_nm3,True
OEMG_OEM,ForwardBladeForce_kN,Ff_kN,0.57,"Ff_kN represents max forward blade force in kN for a propeller, matching the variable's meaning, unit, and domain.",oemg_oem,forwardbladeforce_kn,ff_kn,OEMG_OEM.ttl,oemg,Sealine Systems,oemg:Var07,ForwardBladeForce_kN,unit:KiloN,Ff_kN,prop:Propeller,,,oemg_oem,ff_kn,True
OEMG_OEM,Q_resp_kNm,Qr_kNm,0.58,"Both represent response torque in kNm; 'Qr_kNm' is defined as design response torque, matching the likely meaning of 'Q_resp_kNm'.",oemg_oem,q_resp_knm,qr_knm,OEMG_OEM.ttl,oemg,Sealine Systems,oemg:Var08,Q_resp_kNm,unit:KiloN-M,Qr_kNm,prop:ShaftingSystem,,,oemg_oem,qr_knm,True
OEMH_OEM,rev_capable,,0.0,Low similarity (0.40 < 0.45),oemh_oem,rev_capable,,OEMH_OEM.ttl,oemh,AstraMarine,oemh:Var01,rev_capable,,reversible,eng:PrimeMover,,,oemh_oem,reversible,False
OEMH_OEM,InletChestVol_m3,seaChestVolume_m3,0.5025149583816528,Auto-picked by adjusted similarity margin,oemh_oem,inletchestvol_m3,seachestvolume_m3,OEMH_OEM.ttl,oemh,AstraMarine,oemh:Var02,InletChestVol_m3,unit:M3,seaChestVolume_m3,eng:CoolingWaterInletChest,,,oemh_oem,seachestvolume_m3,True
OEMH_OEM,chargeTime_h,compressorChargeTime_h,0.5299925208091736,Auto-picked by adjusted similarity margin,oemh_oem,chargetime_h,compressorchargetime_h,OEMH_OEM.ttl,oemh,AstraMarine,oemh:Var03,chargeTime_h,,compressorChargeTime_h,eng:StartingSystem,,,oemh_oem,compressorchargetime_h,True
OEMH_OEM,Q_engine_max_kNm,qEmax_kNm,0.64,Both refer to the maximum torque of the prime mover (engine) in kNm; domain and unit match.,oemh_oem,q_engine_max_knm,qemax_knm,OEMH_OEM.ttl,oemh,AstraMarine,oemh:Var04,Q_engine_max_kNm,unit:KiloN-M,qEmax_kNm,eng:PrimeMover,,,oemh_oem,qemax_knm,True
OEMH_OEM,Dia_m,D_m,0.508736252784729,Auto-picked by adjusted similarity margin,oemh_oem,dia_m,d_m,OEMH_OEM.ttl,oemh,AstraMarine,oemh:Var05,Dia_m,unit:M,D_m,prop:Propeller,,,oemh_oem,d_m,True
OEMH_OEM,P_out_MCR,,0.0,Low similarity (0.42 < 0.45),oemh_oem,p_out_mcr,,OEMH_OEM.ttl,oemh,AstraMarine,oemh:Var06,P_out_MCR,unit:KiloW,mcrPower_kW,eng:PrimeMover,,,oemh_oem,mcrpower_kw,False
OEMH_OEM,redRatio,,0.0,Low similarity (0.38 < 0.45),oemh_oem,redratio,,OEMH_OEM.ttl,oemh,AstraMarine,oemh:Var07,redRatio,,gearRatio,comp:Gearbox,,,oemh_oem,gearratio,False
OEMH_OEM,F_f_kN,Ff_kN,0.9,"Both variables represent a forward force on the propeller, use the same unit (kN), and the abbreviation 'F_f' closely matches 'Ff' (forward force).",oemh_oem,f_f_kn,ff_kn,OEMH_OEM.ttl,oemh,AstraMarine,oemh:Var08,F_f_kN,unit:KiloN,Ff_kN,prop:Propeller,,,oemh_oem,ff_kn,True
OEMH_OEM,startAirCap_Nm3,airReceiverCapacity_Nm3,0.5736860036849976,Auto-picked by adjusted similarity margin,oemh_oem,startaircap_nm3,airreceivercapacity_nm3,OEMH_OEM.ttl,oemh,AstraMarine,oemh:Var09,startAirCap_Nm3,,airReceiverCapacity_Nm3,eng:StartingSystem,,,oemh_oem,airreceivercapacity_nm3,True
OEMI_OEM,has20pctResonance,resonanceWithin20pctOfMaxSpeed,0.5185062885284424,Auto-picked by adjusted similarity margin,oemi_oem,has20pctresonance,resonancewithin20pctofmaxspeed,OEMI_OEM.ttl,oemi,Helix Propulsion,oemi:Var01,has20pctResonance,,resonanceWithin20pctOfMaxSpeed,prop:ShaftingSystem,,,oemi_oem,resonancewithin20pctofmaxspeed,True
OEMI_OEM,isReversible,reversible,0.506057858467102,Auto-picked by adjusted similarity margin,oemi_oem,isreversible,reversible,OEMI_OEM.ttl,oemi,Helix Propulsion,oemi:Var02,isReversible,,reversible,eng:PrimeMover,,,oemi_oem,reversible,True
OEMI_OEM,t_charge_h,,0.0,Low similarity (0.36 < 0.45),oemi_oem,t_charge_h,,OEMI_OEM.ttl,oemi,Helix Propulsion,oemi:Var03,t_charge_h,,compressorChargeTime_h,eng:StartingSystem,,,oemi_oem,compressorchargetime_h,False
OEMI_OEM,fn_Hz,,0.0,Low similarity (0.43 < 0.45),oemi_oem,fn_hz,,OEMI_OEM.ttl,oemi,Helix Propulsion,oemi:Var04,fn_Hz,unit:HZ,naturalFrequency_Hz,prop:ThrusterSystem,,,oemi_oem,naturalfrequency_hz,False
OEMI_OEM,PropRPM_nom,nn_rpm,0.95,"Variable 'PropRPM_nom' refers to nominal propeller RPM; 'nn_rpm' matches in meaning (nominal speed at MCR), unit (rpm), and domain (Propeller).",oemi_oem,proprpm_nom,nn_rpm,OEMI_OEM.ttl,oemi,Helix Propulsion,oemi:Var05,PropRPM_nom,unit:REV-PER-MIN,nn_rpm,prop:Propeller,,,oemi_oem,nn_rpm,True
OEMI_OEM,Pitch0p7_m,P0_7_m,0.5719350576400757,Auto-picked by adjusted similarity margin,oemi_oem,pitch0p7_m,p0_7_m,OEMI_OEM.ttl,oemi,Helix Propulsion,oemi:Var06,Pitch0p7_m,unit:M,P0_7_m,prop:Propeller,,,oemi_oem,p0_7_m,True
OEMI_OEM,F_thruster_impact_kN,Fti_kN,0.5935671329498291,Auto-picked by adjusted similarity margin,oemi_oem,f_thruster_impact_kn,fti_kn,OEMI_OEM.ttl,oemi,Helix Propulsion,oemi:Var07,F_thruster_impact_kN,unit:KiloN,Fti_kN,prop:ThrusterSystem,,,oemi_oem,fti_kn,True
OEMI_OEM,Tq_rated_kNm,ratedTorque_kNm,0.5905,"Variable name and unit match 'ratedTorque_kNm'; both refer to rated torque in kNm. Domain is not explicit in OEM variable, but 'ratedTorque_kNm' is a standard property for torque rating.",oemi_oem,tq_rated_knm,ratedtorque_knm,OEMI_OEM.ttl,oemi,Helix Propulsion,oemi:Var08,Tq_rated_kNm,unit:KiloN-M,ratedTorque_kNm,comp:Coupling,,,oemi_oem,ratedtorque_knm,True
OEMI_OEM,n_bollard_nom,,0.0,Low similarity (0.32 < 0.45),oemi_oem,n_bollard_nom,,OEMI_OEM.ttl,oemi,Helix Propulsion,oemi:Var09,n_bollard_nom,unit:REV-PER-MIN,n_bollard_rpm,prop:Propeller,,,oemi_oem,n_bollard_rpm,False
OEMJ_OEM,Qe_limit_kNm,qEmax_kNm,0.55,"Both refer to a maximum or limit torque in kNm, and 'qEmax_kNm' is defined as prime mover maximum torque, which aligns with the likely meaning of 'Qe_limit_kNm'.",oemj_oem,qe_limit_knm,qemax_knm,OEMJ_OEM.ttl,oemj,Marinus Power,oemj:Var01,Qe_limit_kNm,unit:KiloN-M,qEmax_kNm,eng:PrimeMover,,,oemj_oem,qemax_knm,True
OEMJ_OEM,startAirCap_Nm3,airReceiverCapacity_Nm3,0.5736860036849976,Auto-picked by adjusted similarity margin,oemj_oem,startaircap_nm3,airreceivercapacity_nm3,OEMJ_OEM.ttl,oemj,Marinus Power,oemj:Var02,startAirCap_Nm3,,airReceiverCapacity_Nm3,eng:StartingSystem,,,oemj_oem,airreceivercapacity_nm3,True
OEMJ_OEM,CW_ChestVolume_m3,seaChestVolume_m3,0.5,Auto-picked by adjusted similarity margin,oemj_oem,cw_chestvolume_m3,seachestvolume_m3,OEMJ_OEM.ttl,oemj,Marinus Power,oemj:Var03,CW_ChestVolume_m3,unit:M3,seaChestVolume_m3,eng:CoolingWaterInletChest,,,oemj_oem,seachestvolume_m3,True
OEMJ_OEM,DesignThrust_kN,Tr_kN,0.5991697311401367,Auto-picked by adjusted similarity margin,oemj_oem,designthrust_kn,tr_kn,OEMJ_OEM.ttl,oemj,Marinus Power,oemj:Var04,DesignThrust_kN,unit:KiloN,Tr_kN,prop:ShaftingSystem,,,oemj_oem,tr_kn,True
OEMJ_OEM,n_nominal_rpm,nn_rpm,0.55,"Both refer to nominal rotational speed in rpm, likely for a propeller, matching meaning, unit, and domain.",oemj_oem,n_nominal_rpm,nn_rpm,OEMJ_OEM.ttl,oemj,Marinus Power,oemj:Var05,n_nominal_rpm,unit:REV-PER-MIN,nn_rpm,prop:Propeller,,,oemj_oem,nn_rpm,True
OEMJ_OEM,Q_max_ice_kNm,Qmax_kNm,0.61,"Qmax_kNm refers to ice torque on propeller, matching the variable's name, unit, and likely context.",oemj_oem,q_max_ice_knm,qmax_knm,OEMJ_OEM.ttl,oemj,Marinus Power,oemj:Var06,Q_max_ice_kNm,unit:KiloN-M,Qmax_kNm,prop:Propeller,,,oemj_oem,qmax_knm,True
OEMJ_OEM,natFreq_Hz,naturalFrequency_Hz,0.5,Auto-picked by adjusted similarity margin,oemj_oem,natfreq_hz,naturalfrequency_hz,OEMJ_OEM.ttl,oemj,Marinus Power,oemj:Var07,natFreq_Hz,unit:HZ,naturalFrequency_Hz,prop:ThrusterSystem,,,oemj_oem,naturalfrequency_hz,True
OEMJ_OEM,resWithin20pct,,0.0,Low similarity (0.41 < 0.45),oemj_oem,reswithin20pct,,OEMJ_OEM.ttl,oemj,Marinus Power,oemj:Var08,resWithin20pct,,resonanceWithin20pctOfMaxSpeed,prop:ShaftingSystem,,,oemj_oem,resonancewithin20pctofmaxspeed,False
OEMK_OEM,RidgeLoad_kN,Ftr_kN,0.5643852949142456,Auto-picked by adjusted similarity margin,oemk_oem,ridgeload_kn,ftr_kn,OEMK_OEM.ttl,oemk,Orion ShipTech,oemk:Var01,RidgeLoad_kN,unit:KiloN,Ftr_kN,prop:ThrusterSystem,,,oemk_oem,ftr_kn,True
OEMK_OEM,PropDiameter_m,D_m,0.63,"The variable represents propeller diameter in meters, and 'D_m' is defined as propeller diameter with matching unit and domain.",oemk_oem,propdiameter_m,d_m,OEMK_OEM.ttl,oemk,Orion ShipTech,oemk:Var02,PropDiameter_m,unit:M,D_m,prop:Propeller,,,oemk_oem,d_m,True
OEMK_OEM,crankSpeed_rps,mcrRpm_revPerSec,0.583636999130249,Auto-picked by adjusted similarity margin,oemk_oem,crankspeed_rps,mcrrpm_revpersec,OEMK_OEM.ttl,oemk,Orion ShipTech,oemk:Var03,crankSpeed_rps,unit:REV-PER-SEC,mcrRpm_revPerSec,eng:PrimeMover,,,oemk_oem,mcrrpm_revpersec,True
OEMK_OEM,ReceiverVolume_Nm3,airReceiverCapacity_Nm3,0.5425010323524475,Auto-picked by adjusted similarity margin,oemk_oem,receivervolume_nm3,airreceivercapacity_nm3,OEMK_OEM.ttl,oemk,Orion ShipTech,oemk:Var04,ReceiverVolume_Nm3,,airReceiverCapacity_Nm3,eng:StartingSystem,,,oemk_oem,airreceivercapacity_nm3,True
OEMK_OEM,ratio_gearbox,gearRatio,0.6132273077964783,Auto-picked by adjusted similarity margin,oemk_oem,ratio_gearbox,gearratio,OEMK_OEM.ttl,oemk,Orion ShipTech,oemk:Var05,ratio_gearbox,,gearRatio,comp:Gearbox,,,oemk_oem,gearratio,True
OEMK_OEM,Torque_ice_kNm,Qmax_kNm,0.57,"Qmax_kNm refers to ice torque on propeller, matching the variable name and context; unit also matches.",oemk_oem,torque_ice_knm,qmax_knm,OEMK_OEM.ttl,oemk,Orion ShipTech,oemk:Var06,Torque_ice_kNm,unit:KiloN-M,Qmax_kNm,prop:Propeller,,,oemk_oem,qmax_knm,True
OEMK_OEM,F_b_kN,Fb_kN,0.95,Both variable and ontology candidate refer to backward blade force with matching unit (kN) and relevant domain (Propeller).,oemk_oem,f_b_kn,fb_kn,OEMK_OEM.ttl,oemk,Orion ShipTech,oemk:Var07,F_b_kN,unit:KiloN,Fb_kN,prop:Propeller,,,oemk_oem,fb_kn,True
OEMK_OEM,Tq_rated_kNm,ratedTorque_kNm,0.5905,"Variable name and unit indicate rated torque; 'ratedTorque_kNm' for Gearbox matches meaning and unit best, though domain is not explicit in OEM variable.",oemk_oem,tq_rated_knm,ratedtorque_knm,OEMK_OEM.ttl,oemk,Orion ShipTech,oemk:Var08,Tq_rated_kNm,unit:KiloN-M,ratedTorque_kNm,comp:Coupling,,,oemk_oem,ratedtorque_knm,True
OEML_OEM,screenOpenAreaRatio,strainerOpenAreaRatio,0.45,"Both variables refer to the ratio of open area in a screening or filtering component; 'strainerOpenAreaRatio' is the closest match in meaning and unit, though the domain is not exactly specified as 'screen'.",oeml_oem,screenopenarearatio,straineropenarearatio,OEML_OEM.ttl,oeml,Vectra Nautics,oeml:Var01,screenOpenAreaRatio,,strainerOpenAreaRatio,eng:CoolingWaterInletChest,,,oeml_oem,straineropenarearatio,True
OEML_OEM,bladeOrderResonanceNearMax,resonanceWithin20pctOfMaxSpeed,0.5094103813171387,Auto-picked by adjusted similarity margin,oeml_oem,bladeorderresonancenearmax,resonancewithin20pctofmaxspeed,OEML_OEM.ttl,oeml,Vectra Nautics,oeml:Var02,bladeOrderResonanceNearMax,,resonanceWithin20pctOfMaxSpeed,prop:ShaftingSystem,,,oeml_oem,resonancewithin20pctofmaxspeed,True
OEML_OEM,fn_Hz,,0.0,Low similarity (0.43 < 0.45),oeml_oem,fn_hz,,OEML_OEM.ttl,oeml,Vectra Nautics,oeml:Var03,fn_Hz,unit:HZ,naturalFrequency_Hz,prop:ThrusterSystem,,,oeml_oem,naturalfrequency_hz,False
OEML_OEM,F_T1_kN,Fti_kN,0.49,"F_T1_kN likely refers to a force (F) at position T1, matching Fti_kN which is defined as an ice impact load at T1/T2/T3 in kN within the ThrusterSystem domain. The unit matches and the context is plausible.",oeml_oem,f_t1_kn,fti_kn,OEML_OEM.ttl,oeml,Vectra Nautics,oeml:Var04,F_T1_kN,unit:KiloN,Fti_kN,prop:ThrusterSystem,,,oeml_oem,fti_kn,True
